Nombre ;Apellido;Fecha de nacimiento;tipo Documento;Nro documento;Femenino;genero;Telefono fijo;Nacionalidad;Mail;Calle y Nro;Localidad;Provincia
Rolando ;Caballero Niño;1/5/1996;DNI;32741963;masculino;Hombre;(253) 483-2574;argentina;parrt@yahoo.ca;URQUIZA 1001 ;GUALEGUAYCHU;ENTRE RIOS
Pascual ;del Haro;28/5/1996;DNI;32741964;masculino;Hombre;(894) 916-8764;argentina;mobileip@yahoo.ca;AVENIDA PRES J D PERON 3245;HAEDO;BUENOS AIRES
Andrés ;Cortés Fuertes;29/5/1996;DNI;32741965;Masculino;Hombre;(799) 915-9575;argentina;benanov@me.com;AVENIDA DOMINGO F SARMIENTO 270;RIO PRIMERO;CORDOBA
Elías ;Carbonell Pareja;21/7/1996;DNI;32741966;masculino;Hombre;(788) 977-2844;argentina;plover@me.com;CASEROS Nº 2459;CASEROS Y JUJUY;CAPITAL FEDERAL
Daniela ;Arana;12/8/1996;DNI;32741967;Femenino;Mujer;(467) 399-9709;argentina;scarolan@aol.com;AVENIDA DOMINGO F SARMIENTO 270;RIO PRIMERO;CORDOBA
Clemente ;de Coloma;18/8/1996;DNI;32741968;masculino;Hombre;(891) 535-5328;argentina;falcao@live.com;AVENIDA SANTA FE 2460 ;RAFAELA;SANTA FE
Hernán Diego ;Ferreras;4/9/1996;DNI;32741969;masculino;Hombre;(946) 600-8214;argentina;fwiles@live.com;DIAGONAL 74 Nº 1342;SUCURSAL 2 LA PLATA;BUENOS AIRES
Vera ;Ribes Cases;11/10/1996;DNI;32741970;Femenino;Mujer;(279) 586-2100;argentina;tjensen@att.net;Junin 1460;Recoleta;CAPITAL FEDERAL
Odalys ;Benítez;16/10/1996;DNI;32741971;Femenino;Mujer;(593) 925-4662;argentina;jacks@outlook.com;Av. Gral. Las Heras 2643;Recoleta;CAPITAL FEDERAL
Adalberto ;del Seco;29/10/1996;DNI;32741972;Masculino;Hombre;(759) 680-2696;argentina;claesjac@verizon.net;Av. Del Libertador 215;Vicente López;BUENOS AIRES
Horacio ;Gallego Matas;29/10/1996;DNI;32741973;masculino;Hombre;(299) 772-6764;argentina;kramulous@icloud.com;AVENIDA AV EJERCITO ARGENTINO 6500 ;CORDOBA;CORDOBA
Rafaela ;Hurtado Reguera;2/11/1996;DNI;32741974;Femenino;Mujer;(824) 717-6847;argentina;mlewan@live.com;SARMIENTO DOMINGO FAUSTINO Nº 2726;SUCURSAL 5 MAR DEL PLATA;BUENOS AIRES
Matías Mauricio Castillo ;Barrera;2/12/1996;DNI;32741975;Masculino;Hombre;(707) 933-2513;argentina;tbeck@optonline.net;AVENIDA GENERAL JOSE MARIA PAZ 499;CORDOBA;CORDOBA
Jordi ;de Perea;2/1/1997;DNI;32741976;Masculino;Hombre;(611) 728-9360;argentina;parkes@hotmail.com;POETA ESTEBAN AGUERO 101;MERLO;SAN LUIS
Estela Ponce;Losada;24/1/1997;DNI;32741977;Femenino;Mujer;(473) 875-0023;argentina;padme@hotmail.com;Saenz 1050;Nueva Pompeya;CAPITAL FEDERAL
Nadia ;ReyesBosch;14/3/1997;DNI;32741978;Femenino;Mujer;(872) 458-4785;argentina;kewley@icloud.com;AVENIDA GENERAL ACHA 7852;RAWSON;SAN JUAN
Trinidad Exposito ;Abella;18/3/1997;DNI;32741979;Femenino;Mujer;(874) 698-3563;argentina;kildjean@aol.com;Fray Justo Sta. María De Oro 2121;Palermo;CAPITAL FEDERAL
Alba ;Batalla Valls;24/4/1997;DNI;32741980;Femenino;Mujer;(535) 857-6686;argentina;lishoy@comcast.net;FARREL JUAN Nº 664;VALENTIN ALSINA;CAPITAL FEDERAL
Albina Dulce ;Nieto Ferrándiz;29/4/1997;DNI;32741981;Femenino;Mujer;(299) 917-8437;argentina;pakaste@icloud.com;Av. Nazca 25;Flores;CAPITAL FEDERAL
Gerardo ;Tomé Real;5/6/1997;DNI;32741982;Masculino;Hombre;(503) 283-5457;argentina;jrifkin@verizon.net;Balcarce 379;Monserrat;CAPITAL FEDERAL
Bibiana ;Mata Alcolea;7/6/1997;DNI;32741983;Femenino;Mujer;(938) 721-2256;argentina;mirod@icloud.com;AVENIDA BRIG. JUAN M. DE ROSAS 13300;GREGORIO DE LA FERRERE;BUENOS AIRES
Ildefonso ;Feliu Esteban;14/6/1997;DNI;32741984;masculino;Hombre;(544) 332-6097;argentina;malin@verizon.net;Fitz Roy 2470;Palermo;CAPITAL FEDERAL
Bárbara ;Arcos Cases;7/7/1997;DNI;32741985;Femenino;Mujer;(320) 535-5081;argentina;jeffcovey@me.com;ENEAS Nº 51;PINAMAR;BUENOS AIRES
Chuy Julián ;Cabrero;24/7/1997;DNI;32741986;masculino;Hombre;(316) 723-5488;argentina;animats@msn.com;CHACABUCO 159 Y MONTECASEROS;GUALEGUAY;ENTRE RIOS
Jesusa ;Benavente Ferrán;31/7/1997;DNI;32741987;Femenino;Mujer;(924) 920-0218;argentina;skippy@yahoo.ca;MAIPU Nº 2683;OLIVOS;CAPITAL FEDERAL
Lupe ;Pellicer Marco;3/10/1997;DNI;32741988;Femenino;Mujer;(454) 648-4285;argentina;bryanw@yahoo.com;Ricardo Balbín 4189;Saavedra;CAPITAL FEDERAL
Máximo ;Téllez Ferrera;7/10/1997;DNI;32741989;masculino;Hombre;(848) 559-5729;argentina;sakusha@yahoo.com;Cerviño 4634;Palermo;CAPITAL FEDERAL
Inés ;Calderon Suarez;13/10/1997;DNI;32741990;Femenino;Mujer;(709) 815-7677;argentina;sekiya@gmail.com;Av. Gral. José De San Martín 554;Florencio Varela;BUENOS AIRES
María Belén ;Ortega Alvarez;26/10/1997;DNI;32741991;Femenino;Mujer;(477) 421-7045;argentina;fukuchi@verizon.net;MATIAS ZAVALLA N 5874;SAN JUAN;SAN JUAN
Sigfrido ;Simó Benavent;11/11/1997;DNI;32741992;masculino;Hombre;(467) 358-4503;argentina;bartlett@mac.com;CAZON DANIEL M Nº 1140;TIGRE;CAPITAL FEDERAL
Lalo ;Castellanos Rueda;4/12/1997;DNI;32741993;masculino;Hombre;(875) 247-7784;argentina;chrwin@me.com;Hipólito Yrigoyen 1790;Monserrat;CAPITAL FEDERAL
Ileana Asunción ;Beltran Samper;28/12/1997;DNI;32741994;Femenino;Mujer;(677) 815-4415;argentina;geekoid@yahoo.ca;Juan María Gutiérrez 3759;Palermo;CAPITAL FEDERAL
Régulo ;Larrea Pereira;30/12/1997;DNI;32741995;masculino;Hombre;(713) 359-4317;argentina;dunstan@outlook.com;AVENIDA VELEZ SARSFIELD 3474;CORDOBA;CORDOBA
Claudio Maximino ;Cobos Córdoba;5/1/1998;DNI;32741996;Masculino;Hombre;(838) 478-1283;argentina;ovprit@msn.com;Av. Montes De Oca 970;Barracas;CAPITAL FEDERAL
José Ángel ;Vélez Vila;14/1/1998;DNI;32741997;Masculino;Hombre;(851) 269-0491;argentina;zeitlin@aol.com;AVENIDA LA GLORIA 1813;TUPUNGATO;MENDOZA
Dionisia ;Llamas;16/1/1998;DNI;32741998;Femenino;Mujer;(546) 437-8882;argentina;horrocks@yahoo.com;AVENIDA PEDRO FERRE 2590;CORRIENTES;CORRIENTES
Adriana ;Egea Luís;30/1/1998;DNI;32741999;Femenino;Mujer;(693) 681-7202;argentina;ajlitt@outlook.com;AVENIDA V CASARES 5874;CERES;SANTA FE
Elías Sacristán ;Vázquez;31/1/1998;DNI;32742000;Masculino;Trans;(461) 976-3596;argentina;dmouse@sbcglobal.net;Av. Caseros 2423;Parque Patricios;CAPITAL FEDERAL
Nazaret ;Pina Solé;2/2/1998;DNI;32742001;Femenino;Mujer;(843) 779-5683;argentina;csilvers@sbcglobal.net;CALLE MAURÍN ENTRE CALLE 6 ;POCITOS;SAN JUAN
Morena ;Llanos Dalmau;3/2/1998;DNI;32742002;Femenino;Mujer;(355) 836-1997;argentina;psichel@yahoo.ca;Echeverría 2067;Belgrano;CAPITAL FEDERAL
Telmo ;Lastra;16/2/1998;DNI;32742003;masculino;Mujer;(422) 416-4444;argentina;biglou@yahoo.com;Camino De Cintura 2200;Luis Guillon;BUENOS AIRES
Roberto ;Cánovas Segura;18/2/1998;DNI;32742004;Masculino;Hombre;(640) 568-2625;argentina;quantaman@hotmail.com;Av. Rivadavia 2243;Balvanera;CAPITAL FEDERAL
Nayara Fanny Juliá ;Sierra;22/2/1998;DNI;32742005;Femenino;Hombre;(674) 672-8423;argentina;rsmartin@msn.com;Av. Pueyrredón 672;Balvanera;CAPITAL FEDERAL
Isaac Pujol;Yáñez;25/2/1998;DNI;32742006;Masculino;Hombre;(965) 911-5076;argentina;adhere@icloud.com;Federico Lacroze 1755;Palermo;CAPITAL FEDERAL
Celia ;Peinado Riquelme;27/3/1998;DNI;32742007;Femenino;Hombre;(440) 856-1816;argentina;pthomsen@verizon.net;Suipacha 726;San Nicolás;BUENOS AIRES
María del Carmen ;Benítez Lozano;29/3/1998;DNI;32742008;Femenino;Mujer;(368) 723-8977;argentina;kmiller@yahoo.com;HIPOLITO YRIGOYEN 1598 ;MARTINEZ;BUENOS AIRES
Berta ;Mena Rivas;30/3/1998;DNI;32742009;Femenino;Hombre;(812) 855-9668;argentina;timtroyr@gmail.com;AVENIDA GENERAL SAN MARTIN 524;ROSARIO;SANTA FE
Zaira ;Calderón Ariño;1/4/1998;DNI;32742010;Femenino;Mujer;(366) 665-1941;argentina;okroeger@yahoo.com;MORENO Nº 34;BAHIA BLANCA;BUENOS AIRES
Eugenio Aranda ;Falcón;5/4/1998;DNI;32742011;Masculino;Mujer;(940) 762-9096;argentina;citizenl@yahoo.ca;RUTA PROVINCIAL EX DE DESIERTO 874;CENTENARIO;NEUQUEN
Luisa ;Saldaña Piñeiro;5/4/1998;DNI;32742012;Femenino;Mujer;(256) 681-2246;argentina;sfoskett@att.net;Santa Fe 3368;Palermo;CAPITAL FEDERAL
Brígida ;Jove Carretero;7/4/1998;DNI;32742013;Femenino;Mujer;(997) 481-7573;argentina;jrifkin@yahoo.com;Rodríguez Peña 1185;Recoleta;CAPITAL FEDERAL
Norberto ;Cortés Coca;30/4/1998;DNI;32742014;Masculino;Hombre;(468) 449-7481;argentina;tmaek@verizon.net;AVENIDA GRAL JOSE MARIA PAZ 84;SANTA FE;SANTA FE
Emelina ;Melisa Palau Seco;1/5/1998;DNI;32742015;Femenino;Mujer;(935) 960-4873;argentina;jipsen@sbcglobal.net;Av. Ing. Ratti 1860;Ituzaingó;BUENOS AIRES
Isidro ;Rozas Gámez;5/5/1998;DNI;32742016;masculino;Hombre;(425) 759-6711;argentina;stinson@hotmail.com;Av. Lisandro De Latorre 790;Liniers;CAPITAL FEDERAL
Georgina ;Arroyo Araujo;12/5/1998;DNI;32742017;Femenino;Mujer;(209) 879-1264;argentina;osaru@me.com;AVELLANEDA Nº 602;PUNTA ALTA;BUENOS AIRES
Paloma ;Abascal Lledó;14/5/1998;DNI;32742018;Femenino;Mujer;(357) 843-1297;argentina;krueger@icloud.com;Av. Cabildo 3190;Nuñez;CAPITAL FEDERAL
Roxana ;Sanjuan Nieto;19/5/1998;DNI;32742019;Femenino;Mujer;(698) 412-9077;argentina;hoangle@verizon.net;AVENIDA SAN MARTIN 25;GRANADERO BAIGORRIA;SANTA FE
Cristian ;Baquero;19/5/1998;DNI;32742020;masculino;Mujer;(777) 720-1143;argentina;dsugal@live.com;AVENIDA PARAGUAY 26;SALTA;SALTA
Benigno ;Sanz Gomis;20/5/1998;DNI;32742021;Masculino;Mujer;(470) 309-6205;argentina;mnemonic@comcast.net;COLECTORA QUARANTA 6450 ;POSADAS;MISIONES
Manuel ;Melero Palomo;23/5/1998;DNI;32742022;Masculino;Mujer;(949) 598-2771;argentina;sblack@verizon.net;AVENIDA CASSEY 10 ;CORONEL SUAREZ;BUENOS AIRES
Águeda ;Giménez Serna;26/5/1998;DNI;32742023;Masculino;Hombre;(787) 302-4699;argentina;sinkou@me.com;AVENIDA DR JUAN BAUTISTA JUSTO 110;PUERTO MADRYN;CHUBUT
Sofía ;Bou Zamorano;3/6/1998;DNI;32742024;Femenino;Hombre;(602) 467-4837;argentina;chinthaka@aol.com;AVENIDA EVA PERON 85;COLON;BUENOS AIRES
Victoriano ;Valencia Coloma;5/6/1998;DNI;32742025;Masculino;Hombre;(398) 272-4739;argentina;tubajon@comcast.net;Malabia 494;Villa Crespo;CAPITAL FEDERAL
Encarnacion ;Calderón;5/6/1998;DNI;32742026;Femenino;Hombre;(226) 599-5111;argentina;earmstro@optonline.net;Jerónimo Salguero 3212;Palermo;CAPITAL FEDERAL
Felicidad ;de Bernal;9/6/1998;DNI;32742027;Femenino;Mujer;(487) 640-6779;argentina;kudra@comcast.net;GENERAL PINTO Nº 623;TANDIL;BUENOS AIRES
Martirio ;Samper Tena;7/7/1998;DNI;32742028;Femenino;Mujer;(415) 828-3663;argentina;dwendlan@gmail.com;GAINZA 15;BARADERO;BUENOS AIRES
Paz Giner ;Reig;18/7/1998;DNI;32742029;Femenino;Mujer;(934) 362-5596;argentina;mhoffman@me.com;Av Gaona Y Graham Bell;Paso del Rey;BUENOS AIRES
Nicolás ;Ayala Campoy;19/7/1998;DNI;32742030;Masculino;Hombre;(467) 290-0508;argentina;bowmanbs@me.com;RIVADAVIA 1 ;GENERAL BELGRANO;BUENOS AIRES
Maricela ;Mendizábal;25/7/1998;DNI;32742031;Femenino;Mujer;(600) 967-9596;argentina;fmtbebuck@outlook.com;AVENIDA JUAN B JUSTO 5075;CORDOBA;CORDOBA
Corona Aitana Julián ;Salvà;9/8/1998;DNI;32742032;masculino;Hombre;(758) 784-6496;argentina;bahwi@sbcglobal.net;Gallo 149;Caba;CAPITAL FEDERAL
Pepita ;del Grau;16/8/1998;DNI;32742033;Femenino;Mujer;(433) 516-7191;argentina;openldap@outlook.com;BROWN ALMIRANTE GUILLERMO Nº 3394;TEMPERLEY;CAPITAL FEDERAL
Otilia ;Viana Torres;20/8/1998;DNI;32742034;Femenino;Trans;(288) 574-6749;argentina;muzzy@aol.com;Dr. Luis Güemes 369;Villa Sarmiento;CAPITAL FEDERAL
Morena ;Roura;1/9/1998;DNI;32742035;Femenino;Mujer;(911) 550-2155;argentina;curly@icloud.com;Charcas 3171;Recoleta;CAPITAL FEDERAL
Asunción ;Arnaiz Castellanos;3/9/1998;DNI;32742036;Femenino;Mujer;(352) 826-4955;argentina;kingma@mac.com;Av. Arturo Illia 3770;Los Polvorines;BUENOS AIRES
Áurea ;Guzman;22/9/1998;DNI;32742037;Femenino;Mujer;(392) 902-5044;argentina;neuffer@verizon.net;Av. Rivadavia 2243;Balvanera;CAPITAL FEDERAL
Elvira ;Olmedo Girona;8/10/1998;DNI;32742038;Femenino;Mujer;(244) 263-7499;argentina;choset@optonline.net;PERON TENIENTE GENERAL JUAN DOMINGO Nº 2821;ONCE;CAPITAL FEDERAL
Narciso ;del Anaya;20/10/1998;DNI;32742039;Masculino;Hombre;(243) 692-9341;argentina;jsnover@gmail.com;Av. Pdte. J. D. Perón 111;Muñiz;BUENOS AIRES
Norberto ;Cerdá;21/10/1998;DNI;32742040;masculino;Hombre;(402) 426-6854;argentina;payned@sbcglobal.net;Av. Cabildo 3190;Nuñez;CAPITAL FEDERAL
Joel ;Estévez;7/11/1998;DNI;32742041;Masculino;Hombre;(864) 686-9890;argentina;wiseb@aol.com;Av. Maipú 3393;La Lucila;BUENOS AIRES
Esteban ;de Serrano;7/11/1998;DNI;32742042;Masculino;Hombre;(701) 769-5447;argentina;nimaclea@optonline.net;AVENIDA COLON 4272;CORDOBA;CORDOBA
Lucho Lucio ;Gallart Bartolomé;9/11/1998;DNI;32742043;masculino;Hombre;(296) 236-1828;argentina;bebing@hotmail.com;SARMIENTO DOMINGO FAUSTINO Nº 2726;SUCURSAL 5 MAR DEL PLATA;BUENOS AIRES
Narcisa ;Villaver de Montes;17/11/1998;DNI;32742044;Femenino;Mujer;(833) 629-5357;argentina;juerd@outlook.com;AVENIDA SAN MARTIN 820;ELDORADO;MISIONES
Emiliano ;Marín;27/11/1998;DNI;32742045;masculino;Hombre;(851) 584-2900;argentina;mfburgo@sbcglobal.net;Av. Gral. Paz 12950;Mataderos;CAPITAL FEDERAL
Natanael ;Vallés Prieto;28/11/1998;DNI;32742046;Masculino;Hombre;(471) 654-4289;argentina;ribet@icloud.com;Av. Rivadavia 6074;Caballito;CAPITAL FEDERAL
Cristina ;Navas Sanz;13/12/1998;DNI;32742047;Femenino;Mujer;(895) 527-9965;argentina;madler@gmail.com;SAN MARTIN Nº 274;CAMPANA;BUENOS AIRES
Blanca ;Lluch Gonzalo;14/12/1998;DNI;32742048;Femenino;Mujer;(585) 896-7221;argentina;jguyer@yahoo.com;CALLE 9;PILAR;BUENOS AIRES
Federico ;Gutiérrez Tamarit;28/12/1998;DNI;32742049;Masculino;Hombre;(706) 852-2679;argentina;chrisj@gmail.com;ALLE 11;CITY BELL;BUENOS AIRES
Cecilio ;Apolinar Salas Alemán;30/12/1998;DNI;32742050;masculino;Hombre;(294) 465-2217;argentina;hampton@hotmail.com;AVENIDA SAN MARTIN 820;ELDORADO;MISIONES
Jesusa ;Fuentes;6/1/1999;DNI;32742051;Femenino;Mujer;(406) 344-3322;argentina;camenisch@yahoo.ca;Pres. Juan Domingo Perón 5954;Ingeniero Budge;BUENOS AIRES
Jacinta Paz Domingo ;Rivas;28/1/1999;DNI;32742052;Femenino;Mujer;(622) 903-6022;argentina;sopwith@att.net;Amenábar 1187;Colegiales;CAPITAL FEDERAL
Eligio ;Herrero;1/2/1999;DNI;32742053;masculino;Hombre;(644) 440-6033;argentina;trygstad@mac.com;TERRADA Nº 4675;VILLA PUEYRREDON;CAPITAL FEDERAL
Eligia Javiera; Lladó Pla;19/2/1999;DNI;32742054;Femenino;Mujer;(388) 723-4833;argentina;gtewari@gmail.com;AYACUCHO 5874;RIO CUARTO;CORDOBA
Norberto ;Chucho Raya Saldaña;19/2/1999;DNI;32742055;Masculino;Hombre;(535) 815-9607;argentina;tattooman@comcast.net;Av. San Juan 3334;Boedo;CAPITAL FEDERAL
África ;Morcillo;21/2/1999;DNI;32742056;Femenino;Mujer;(295) 530-5752;argentina;claypool@comcast.net;AVENIDA BENAVIDEZ 1096;SAN JUAN;SAN JUAN
Susanita ;Polo Pons;27/3/1999;DNI;32742057;Femenino;Mujer;(214) 703-7189;argentina;pemungkah@verizon.net;Av Santa Fe 2429;Recoleta;CAPITAL FEDERAL
Javier ;Arellano Murcia;2/4/1999;DNI;32742058;Masculino;Hombre;(403) 855-3645;argentina;world@yahoo.ca;Luis María Drago 285;Villa Crespo;CAPITAL FEDERAL
Úrsula Anabel ;Expósito Vazquez;3/4/1999;DNI;32742059;Femenino;Mujer;(259) 588-3616;argentina;barnett@outlook.com;Almirante Brown 371;Tigre;BUENOS AIRES
Jaime ;Santiago Vazquez;15/4/1999;DNI;32742060;masculino;Hombre;(301) 631-9640;argentina;steve@sbcglobal.net;BOULEVARD PELLEGRINI 2550;SANTA FE;SANTA FE
Anacleto Tomás ;Torrecilla;19/4/1999;DNI;32742061;masculino;Hombre;(654) 705-7739;argentina;peoplesr@outlook.com;51 Nº 456;LA PLATA;BUENOS AIRES
Marcela Teófila ;Arnal Lasa;22/4/1999;DNI;32742062;Femenino;Mujer;(613) 385-7225;argentina;jimmichie@optonline.net;Echeverría 2067;Belgrano;CAPITAL FEDERAL
Hermenegildo ;de Tolosa;24/4/1999;DNI;32742063;Masculino;Hombre;(574) 310-1480;argentina;baveja@msn.com;Paraguay 521;Retiro;CAPITAL FEDERAL
Clarisa Belda ;Cid;3/5/1999;DNI;32742064;Femenino;Mujer;(822) 736-4675;argentina;irving@me.com;Av. Don Bosco 2680;Villa Luzuriaga;BUENOS AIRES
Carla ;Serna Montalbán;5/5/1999;DNI;32742065;Femenino;Mujer;(472) 605-7532;argentina;jgmyers@sbcglobal.net;Ramón Falcón 5547;Villa Luro;CAPITAL FEDERAL
Eutimio ;Barreda Cobos;9/5/1999;DNI;32742066;Masculino;Hombre;(669) 791-3350;argentina;majordick@yahoo.com;GRAL. MARTIN MIGUEL DE GUEMES 4;SALTA;SALTA
Erasmo ;Cabeza Martinez;9/5/1999;DNI;32742067;Masculino;Hombre;(327) 329-5055;argentina;wortmanj@verizon.net;Av. Corrientes 1160;San Nicolás;BUENOS AIRES
Samuel ;de Carranza;16/5/1999;DNI;32742068;Masculino;Hombre;(337) 397-0627;argentina;ntegrity@optonline.net;AVENIDA AVELINO ROLON 2488 ;BOULOGNE;BUENOS AIRES
Hilda ;del Tapia;27/5/1999;DNI;32742069;Femenino;Mujer;(576) 200-5761;argentina;wildfire@mac.com;CALLE 1 17;AÑELO;NEUQUEN
Ciro Hernando ;Puga Patiño;10/6/1999;DNI;32742070;masculino;Hombre;(848) 779-2483;argentina;policies@hotmail.com;Av. Nazca 2951;Villa del Parque;CAPITAL FEDERAL
Jose Francisco ;Alvarado Pombo;17/6/1999;DNI;32742071;Masculino;Hombre;(462) 566-8729;argentina;fukuchi@yahoo.com;Charcas 4389;Palermo;CAPITAL FEDERAL
Encarnación ;Fiol Domingo;28/6/1999;DNI;32742072;Femenino;Mujer;(646) 203-3225;argentina;pfitza@live.com;Charcas 4389;Palermo;CAPITAL FEDERAL
Liliana ;Valdés Bilbao;4/7/1999;DNI;32742073;Femenino;Mujer;(316) 405-3234;argentina;janneh@gmail.com;AVENIDA PRES J D PERON 87;LA RIOJA;LA RIOJA
Borja ;Canet Gallo;16/7/1999;DNI;32742074;Masculino;Hombre;(286) 539-1526;argentina;lipeng@comcast.net;BELGRANO GENERAL MANUEL Nº 252;MORON;CAPITAL FEDERAL
Ignacio ;Bauzà;7/9/1999;DNI;32742075;masculino;Hombre;(611) 486-5321;argentina;weazelman@icloud.com;DEL LIBERTADOR Nº 556;MERLO;CAPITAL FEDERAL
Angelina ;Royo Canals;11/9/1999;DNI;32742076;Femenino;Mujer;(987) 536-2384;argentina;ateniese@hotmail.com;CALLE 1 85;AÑELO;NEUQUEN
Clemente ;Nevado;18/9/1999;DNI;32742077;Masculino;Hombre;(466) 210-7434;argentina;petersko@sbcglobal.net;Av. Eva Perón 2679;Temperley;BUENOS AIRES
Leticia; Azorin Cortina;22/9/1999;DNI;32742078;Femenino;Mujer;(332) 349-8146;argentina;augusto@outlook.com;Viamonte 2296;Balvanera;CAPITAL FEDERAL
Fausto ;Montero Sanmartín;12/10/1999;DNI;32742079;masculino;Hombre;(809) 618-5906;argentina;helger@yahoo.ca;Hidalgo 955;Caballito;CAPITAL FEDERAL
Maristela ;Mármol;15/10/1999;DNI;32742080;Femenino;Mujer;(562) 364-8454;argentina;dgatwood@live.com;Av. De Los Incas 4466;Villa Ortúzar;CAPITAL FEDERAL
Anabel ;Tur Llorens;21/10/1999;DNI;32742081;Femenino;Mujer;(698) 662-7980;argentina;rsteiner@sbcglobal.net;RUTA PROVINCIAL EX DE DESIERTO 874;CENTENARIO;NEUQUEN
Íñigo ;Pavón Pol;8/11/1999;DNI;32742082;Masculino;Hombre;(336) 204-3889;argentina;psharpe@me.com;Av. Raúl Scalabrini Ortíz 3128;Palermo;CAPITAL FEDERAL
Belen ;Carballo Lladó;9/11/1999;DNI;32742083;Femenino;Mujer;(919) 981-1829;argentina;scato@msn.com;AVENIDA PRES J D PERON 3245;HAEDO;BUENOS AIRES
Ambrosio ;Calatayud Revilla;26/11/1999;DNI;32742084;Masculino;Hombre;(904) 731-9687;argentina;erynf@mac.com;Salvador Maria Del Carril 3210;Villa Pueyrredon;CAPITAL FEDERAL
Ruth ;Blázquez Cerro;5/12/1999;DNI;32742085;Femenino;Mujer;(310) 577-6728;argentina;gravyface@aol.com;AVENIDA FONDO DE LA LEGUA 2127 ;VILLA ADELINA;BUENOS AIRES
Elodia ;Pinto;9/12/1999;DNI;32742086;Femenino;Mujer;(317) 232-9358;argentina;gastown@comcast.net;TERRADA Nº 4675;VILLA PUEYRREDON;CAPITAL FEDERAL
Elpidio ;Pont Expósito;23/12/1999;DNI;32742087;Masculino;Hombre;(962) 741-6475;argentina;lamprecht@live.com;AVENIDA PRES J D PERON 87;LA RIOJA;LA RIOJA
Cruz ;Benítez;30/12/1999;DNI;32742088;masculino;Hombre;(975) 455-9019;argentina;danneng@att.net;ENTRE RIOS 354;SANTA ROSA;LA PAMPA
Viviana ;Tur Asensio;4/1/2000;DNI;352541021;Femenino;Mujer;(634) 371-1153;argentina;jaesenj@comcast.net;JUAN BAUTISTA ALBERDI Nº 57;CHACABUCO;BUENOS AIRES
Quirino ;Rosario Vázquez Carvajal;17/1/2000;DNI;352541022;Masculino;Hombre;(208) 903-9126;argentina;violinhi@aol.com;Av. Juan Segundo Fernández 1235;San Isidro;BUENOS AIRES
Angelina ;de Arregui;21/2/2000;DNI;352541023;Femenino;Mujer;(711) 282-2848;argentina;chinthaka@yahoo.ca;AVENIDA GENERAL SAN MARTIN 2298 ;LANUS;BUENOS AIRES
Elvira ;Bravo;24/2/2000;DNI;352541024;Femenino;Mujer;(207) 205-4139;argentina;grinder@mac.com;MERCED Nº 173;PERGAMINO;BUENOS AIRES
Angelina ;Sanmiguel Gallo;25/2/2000;DNI;352541025;Femenino;Mujer;(904) 210-8504;argentina;uraeus@aol.com;BARTOLOME MITRE 1199 ;MORENO;BUENOS AIRES
Ovidio ;Lamas;9/3/2000;DNI;352541026;Masculino;Hombre;(435) 742-6743;argentina;policies@sbcglobal.net;AVENIDA ARTURO H ILLIA 1046 ;SAN FDO DEL VALLE DE CATAMARCA;CATAMARCA
José Reyes ;Leal;20/3/2000;DNI;352541027;masculino;Hombre;(543) 365-7239;argentina;mglee@msn.com;Urquiza 648;Balvanera;CAPITAL FEDERAL
Jerónimo ;Peinado;22/3/2000;DNI;352541028;masculino;Hombre;(353) 949-8642;argentina;pkilab@mac.com;Tronador 400;Caba;CAPITAL FEDERAL
Elvira ;del Espinosa;12/4/2000;DNI;352541029;Femenino;Mujer;(493) 999-4390;argentina;danzigism@yahoo.ca;FAMATINA 3070 ;ITUZAINGO;BUENOS AIRES
Patricia Leon ;Grande;2/5/2000;DNI;352541030;Femenino;Mujer;(734) 789-3855;argentina;tarreau@optonline.net;AVENIDA ALBERDI 7500 ;CAPITAL FEDERAL;CAPITAL FEDERAL
